TimeStamp,W01,W02,W03,W1_0,W1_1,W1_2,W1_3,W1_4,W1_5,W2_0,W2_1,W2_2,W2_3,W2_4,W2_5,W3_0,W3_1,W3_2,W3_3,W3_4,W3_5
403,0.199486986,0.26851353,0.223966718,0.199486986,0.856376171,1.725872993,0.218130201,-0.055234708,-0.141981602,0.26851353,0.783919334,1.58469367,0.196354643,-0.040093936,-0.139962047,0.223966718,0.884169221,1.623645425,0.25618434,-0.056572739,-0.148896918
404,0.210666105,0.254251689,0.233892113,0.210666105,0.846924424,1.594038486,0.160847321,-0.073244929,-0.143635854,0.254251689,0.833824992,1.705675006,0.203140244,-0.06190712,-0.144464418,0.233892113,0.87283504,1.711507201,0.207820743,-0.041856948,-0.126179948
405,0.189134106,0.239201695,0.208096534,0.189134106,0.878312647,1.728384495,0.224615663,-0.052028909,-0.132456258,0.239201695,0.812398911,1.648699045,0.196352348,-0.071956255,-0.155027211,0.208096534,0.804884851,1.606343389,0.196417272,-0.07168483,-0.126030475
406,0.179441109,0.252066523,0.234295368,0.179441109,0.865801811,1.72087431,0.208906502,-0.070801698,-0.153700903,0.252066523,0.824231684,1.637386203,0.233461276,-0.057018913,-0.148584753,0.234295368,0.876912892,1.731494427,0.247290164,-0.070674196,-0.12787807
407,0.186256096,0.251945853,0.240735441,0.186256096,0.804565132,1.581588387,0.16660957,-0.056978755,-0.148414135,0.251945853,0.884701729,1.674325228,0.224048376,-0.055418786,-0.141030252,0.240735441,0.865198612,1.575191379,0.219247982,-0.070611425,-0.129301026
408,0.221535295,0.238185674,0.249803364,0.221535295,0.838514686,1.678839207,0.209291577,-0.078629784,-0.149672106,0.238185674,0.837360382,1.610015631,0.165529266,-0.046844058,-0.143840551,0.249803364,0.832404613,1.691076517,0.17707777,-0.04360823,-0.128036797
409,0.230637819,0.273029774,0.247579277,0.230637819,0.819007993,1.640589595,0.211228564,-0.082225472,-0.126941875,0.273029774,0.849736035,1.690387845,0.269206971,-0.081841618,-0.125404269,0.247579277,0.909364223,1.552104115,0.197063074,-0.062557645,-0.126919731
410,0.219207793,0.230016112,0.26807645,0.219207793,0.860824943,1.69205606,0.226011097,-0.08820945,-0.142184407,0.230016112,0.877612174,1.65974164,0.190768898,-0.076148093,-0.11547175,0.26807645,0.845511258,1.680080891,0.216820598,-0.051517658,-0.144750848
411,0.194645852,0.26414156,0.230181247,0.194645852,0.866296649,1.739320397,0.224537462,-0.061839271,-0.128160417,0.26414156,0.833496392,1.645546198,0.214901045,-0.089415789,-0.134070814,0.230181247,0.807405531,1.591227412,0.163515717,-0.064984359,-0.144683614
412,0.212667912,0.24503386,0.261306733,0.212667912,0.832475066,1.604876518,0.207836241,-0.063643783,-0.131870583,0.24503386,0.973077416,1.726075411,0.277287215,-0.078804761,-0.135565251,0.261306733,0.81288445,1.627547622,0.225683302,-0.06611938,-0.114374757
413,0.228834867,0.258350372,0.244185448,0.228834867,0.911471426,1.693833351,0.265089333,-0.059916973,-0.132851079,0.258350372,0.790630698,1.60204196,0.17318815,-0.065126024,-0.134565726,0.244185448,0.848329127,1.565714955,0.225195527,-0.081230804,-0.124057904
414,0.236592948,0.262530088,0.249314368,0.236592948,0.859960794,1.63636446,0.200956076,-0.084514186,-0.127520949,0.262530088,0.923977256,1.692715287,0.207050517,-0.063114896,-0.150529236,0.249314368,0.950238764,1.605893493,0.202075958,-0.086963557,-0.138462722
415,0.209848762,0.264058888,0.238183171,0.209848762,0.877868593,1.626012564,0.213435322,-0.072831854,-0.119039193,0.264058888,0.871433735,1.607420683,0.219411105,-0.063844785,-0.141575158,0.238183171,0.882865548,1.532488823,0.193399966,-0.066895567,-0.126211181
416,0.201706469,0.282209992,0.262249291,0.201706469,0.906210959,1.681567073,0.22495237,-0.098377243,-0.119321495,0.282209992,0.83704108,1.62846911,0.20265311,-0.069059432,-0.133702114,0.262249291,0.840174437,1.584337831,0.228634104,-0.087434657,-0.15343073
417,0.207349181,0.247901469,0.230737478,0.207349181,0.815206707,1.589043617,0.169772223,-0.067452401,-0.130818442,0.247901469,0.905706227,1.641009927,0.163279235,-0.085685246,-0.147286311,0.230737478,0.84575814,1.531902194,0.15398781,-0.060795855,-0.139201105
418,0.207247794,0.287857383,0.245107025,0.207247794,0.920461118,1.686113954,0.227350578,-0.077277452,-0.125032857,0.287857383,0.841773987,1.610649467,0.261165589,-0.06081029,-0.158094496,0.245107025,0.914779007,1.51455152,0.249422371,-0.04645668,-0.136958644
419,0.20796755,0.268371314,0.243643925,0.20796755,0.818261385,1.597797513,0.213824645,-0.079819694,-0.126253843,0.268371314,0.911726296,1.635708213,0.189866543,-0.06778083,-0.146907762,0.243643925,0.883828819,1.557034254,0.228964612,-0.072079949,-0.110775203
420,0.238983035,0.286406338,0.263392746,0.238983035,0.831379116,1.626248717,0.178930432,-0.084652886,-0.135105491,0.286406338,0.785179377,1.594357729,0.224054754,-0.080880672,-0.156665459,0.263392746,0.908340096,1.491625786,0.218780845,-0.094257489,-0.131278723
421,0.227140248,0.267567366,0.250367314,0.227140248,0.896286905,1.620695114,0.185052395,-0.065222569,-0.145099789,0.267567366,0.851735353,1.664630413,0.212399602,-0.059636701,-0.123804405,0.250367314,0.90551734,1.538760424,0.228933811,-0.086350515,-0.12413463
422,0.231950939,0.254823565,0.246539325,0.231950939,0.821553826,1.592216134,0.228179753,-0.086895913,-0.127612889,0.254823565,0.771268129,1.570001721,0.190553248,-0.067848504,-0.141924992,0.246539325,0.940966725,1.467069745,0.240188688,-0.084546082,-0.108169556
423,0.213736475,0.265885413,0.274893522,0.213736475,0.865160644,1.628115654,0.163927913,-0.089905053,-0.154475927,0.265885413,0.904087186,1.563178778,0.188458815,-0.10219226,-0.13592878,0.274893522,0.897379875,1.477873087,0.253197849,-0.054283023,-0.093655556
424,0.257227927,0.278126597,0.265119016,0.257227927,0.851383686,1.589305043,0.184913456,-0.092607327,-0.120251164,0.278126597,0.847782254,1.648388267,0.227227658,-0.106054187,-0.139671326,0.265119016,0.881372929,1.528478742,0.268913448,-0.065192938,-0.110158458
425,0.217542976,0.269697338,0.242894635,0.217542976,0.878520727,1.593589067,0.204476371,-0.090352014,-0.129036829,0.269697338,0.954285145,1.611748815,0.20037365,-0.078600012,-0.134003639,0.242894635,0.853289723,1.420228958,0.229079574,-0.072025008,-0.08603815
426,0.244918585,0.2690157,0.244738206,0.244918585,0.784770906,1.585466266,0.216415197,-0.071694732,-0.116186634,0.2690157,0.829692483,1.527775407,0.201781601,-0.082632646,-0.118527696,0.244738206,0.872388542,1.460686803,0.212444171,-0.077710524,-0.076291949
427,0.241632223,0.283056647,0.254104942,0.241632223,0.866397202,1.575329661,0.185943991,-0.09066309,-0.138802409,0.283056647,0.899181008,1.622623563,0.25748685,-0.068647861,-0.127674595,0.254104942,0.900672793,1.425442576,0.274801075,-0.087269306,-0.08510901
428,0.250077665,0.264082402,0.238299832,0.250077665,0.824981809,1.559408069,0.20261763,-0.11500968,-0.134364173,0.264082402,0.923475146,1.535224557,0.20699963,-0.106181368,-0.123997897,0.238299832,0.892587721,1.457465053,0.22604683,-0.103911772,-0.067576788
429,0.2437222,0.276599318,0.2392122,0.2437222,0.937945962,1.555816412,0.194631338,-0.083985768,-0.143102944,0.276599318,0.853140593,1.602585077,0.217489496,-0.081429474,-0.126420662,0.2392122,0.871834219,1.454690456,0.272595227,-0.078876644,-0.069192663
430,0.22678709,0.263963312,0.236178666,0.22678709,0.89080894,1.487839937,0.215933189,-0.080095157,-0.131397471,0.263963312,0.831359029,1.502163768,0.229701057,-0.075971566,-0.109017581,0.236178666,0.925704896,1.402671933,0.326861262,-0.055945709,-0.046943441
431,0.232641667,0.285271794,0.239700928,0.232641667,0.941480041,1.55128181,0.195804387,-0.084892914,-0.135258555,0.285271794,0.909133792,1.472630382,0.229204744,-0.086563252,-0.111569539,0.239700928,0.959945977,1.442916155,0.33251965,-0.071683556,-0.071393758
432,0.252270103,0.273991644,0.251886189,0.252270103,0.805263758,1.477980137,0.181505561,-0.104938284,-0.130436346,0.273991644,0.890875876,1.509707093,0.229715735,-0.093299054,-0.092234671,0.251886189,0.948251545,1.428873301,0.326249212,-0.067326762,-0.054625276
433,0.248938069,0.289860457,0.25324893,0.248938069,0.912291527,1.598757148,0.223157495,-0.073996291,-0.121284813,0.289860457,0.879610419,1.47310698,0.226126432,-0.086314797,-0.092206843,0.25324893,0.965377808,1.434642315,0.338304102,-0.056516059,-0.057281613
434,0.244164243,0.28235957,0.252285123,0.244164243,0.802676618,1.47170496,0.272210181,-0.112733752,-0.129405856,0.28235957,0.97172451,1.483629227,0.221709758,-0.088403761,-0.097998068,0.252285123,1.131114602,1.305777073,0.486970156,-0.060093336,-0.053364802
435,0.273258477,0.274540871,0.237715229,0.273258477,0.918898821,1.488383412,0.19833912,-0.101867929,-0.114314154,0.274540871,0.897840858,1.470133066,0.286254495,-0.070238441,-0.090274058,0.237715229,1.072288513,1.349268794,0.452083528,-0.042878881,-0.061270744
436,0.261681378,0.297417343,0.248071149,0.261681378,0.910291553,1.485901475,0.248262107,-0.132257611,-0.092791617,0.297417343,0.86566925,1.435034633,0.262952805,-0.068533279,-0.087437354,0.248071149,1.038835645,1.386532903,0.430867165,-0.060049824,-0.041498993
437,0.242316544,0.292963237,0.244814321,0.242316544,0.874114931,1.470092297,0.195744604,-0.104908548,-0.101734772,0.292963237,0.901445866,1.466915131,0.250258833,-0.077834092,-0.104000911,0.244814321,0.975889385,1.416048884,0.400572151,-0.055414133,-0.031213125
438,0.232126027,0.283081591,0.243562922,0.232126027,0.949174464,1.44036603,0.254529476,-0.087840892,-0.089596272,0.283081591,0.915477097,1.415447116,0.281794757,-0.095772818,-0.059996177,0.243562922,0.936014771,1.419074416,0.382737994,-0.063282676,-0.047567237
439,0.232191756,0.264365524,0.26092872,0.232191756,0.872158527,1.472774863,0.282922864,-0.104257196,-0.086772338,0.264365524,0.896890342,1.427194238,0.289458662,-0.08528734,-0.054580037,0.26092872,0.931895912,1.439801812,0.376022786,-0.049596637,-0.038850378
440,0.258543402,0.285412252,0.245384708,0.258543402,0.875419319,1.441594481,0.210952818,-0.091910452,-0.086101264,0.285412252,0.852883697,1.408040762,0.30286321,-0.075155385,-0.064235017,0.245384708,0.896095634,1.445592999,0.382527888,-0.047641873,-0.046281107
441,0.260351002,0.28718257,0.231688902,0.260351002,0.862061441,1.479755878,0.253027052,-0.098411627,-0.091691151,0.28718257,0.956472695,1.398725629,0.288258761,-0.079977073,-0.045570202,0.231688902,0.937483788,1.431841135,0.387738615,-0.050818376,-0.038922571
442,0.232423559,0.242274925,0.245285004,0.232423559,0.903896987,1.4122926,0.250286996,-0.11485292,-0.069132239,0.242274925,0.957748771,1.497279525,0.327179909,-0.075690717,-0.058492728,0.245285004,0.945956349,1.411982059,0.398532778,-0.046653844,-0.056857873
443,0.232949629,0.251090616,0.231857941,0.232949629,0.959392428,1.455211282,0.24656637,-0.090682685,-0.062310971,0.251090616,0.894015551,1.439115763,0.311089575,-0.081237666,-0.041330457,0.231857941,0.942633331,1.409247994,0.397539407,-0.040967237,-0.035846047
444,0.231022775,0.266553402,0.228155419,0.231022775,0.865614951,1.416470289,0.293284029,-0.098316386,-0.047266312,0.266553402,1.0530231,1.36688149,0.453338385,-0.083750285,-0.044920411,0.228155419,0.95880419,1.424564958,0.394879133,-0.047963813,-0.026106466
445,0.257801771,0.270376414,0.219517782,0.257801771,0.953563988,1.39968574,0.30899927,-0.084736399,-0.066785291,0.270376414,1.089880228,1.357029438,0.472396731,-0.07888072,-0.053440183,0.219517782,0.970259726,1.414168954,0.415922582,-0.05163569,-0.033584353
446,0.24308978,0.271471471,0.207314774,0.24308978,0.954103112,1.465009451,0.319009125,-0.082640432,-0.052805256,0.271471471,1.059996128,1.376532197,0.426027089,-0.074875116,-0.052692335,0.207314774,0.975230932,1.390621424,0.407746792,-0.048250601,-0.042201616
447,0.256048858,0.265494347,0.227245912,0.256048858,0.940536857,1.406202078,0.313939631,-0.084540285,-0.050746974,0.265494347,1.021281242,1.417224407,0.403992265,-0.08703769,-0.038761303,0.227245912,0.985060751,1.400887132,0.413430184,-0.03344316,-0.042825557
448,0.235916659,0.269328862,0.216024309,0.235916659,1.118673801,1.252755761,0.48937887,-0.083911262,-0.054929696,0.269328862,0.96442163,1.446311712,0.372324586,-0.057735182,-0.040886186,0.216024309,0.996033013,1.390609145,0.424723357,-0.03182042,-0.044821564
449,0.23761341,0.281564891,0.20614779,0.23761341,1.135513544,1.335516572,0.475351542,-0.067241825,-0.063411921,0.281564891,0.901032627,1.431043386,0.361983538,-0.076282367,-0.062511183,0.20614779,1.013605595,1.407885075,0.422649771,-0.037819017,-0.040693637
450,0.234727636,0.246737108,0.220432863,0.234727636,1.065186501,1.366557121,0.438395679,-0.068488605,-0.044910692,0.246737108,0.905801177,1.443021417,0.376123071,-0.077323705,-0.042445313,0.220432863,1.011649489,1.379107475,0.436548948,-0.039673761,-0.048119999
451,0.237153292,0.252977699,0.194865569,0.237153292,0.998196065,1.391386747,0.421628922,-0.058895446,-0.03419321,0.252977699,0.901218534,1.444582462,0.384138525,-0.062898986,-0.033691738,0.194865569,0.96497494,1.389330864,0.428222626,-0.046478033,-0.034543421
452,0.220312148,0.230826214,0.196546212,0.220312148,0.959834456,1.41789031,0.390547663,-0.065753229,-0.044550281,0.230826214,0.936929345,1.445074677,0.381145388,-0.053109907,-0.035977203,0.196546212,1.035607338,1.391703248,0.446893305,-0.041466244,-0.043805607
453,0.224465862,0.241437405,0.188616529,0.224465862,0.906228244,1.417638898,0.372672945,-0.082429849,-0.049261287,0.241437405,0.930670261,1.424858809,0.389280379,-0.037600182,-0.024112023,0.188616529,1.021031022,1.393722534,0.453009337,-0.040916048,-0.040013969
454,0.240475938,0.24836491,0.198748395,0.240475938,0.898384929,1.428008914,0.372597754,-0.056943148,-0.041206211,0.24836491,0.936526835,1.416474104,0.385804623,-0.068882771,-0.054678686,0.198748395,1.055942774,1.385438442,0.450964451,-0.027336214,-0.049683027
455,0.250115424,0.227597788,0.208127737,0.250115424,0.904442251,1.426729918,0.382077426,-0.054029249,-0.048080515,0.227597788,0.963975787,1.418668151,0.409264237,-0.071667179,-0.036138427,0.208127737,1.063570857,1.406531453,0.447905242,-0.034627311,-0.04045859
456,0.241112024,0.240431949,0.18254374,0.241112024,0.942297518,1.422719717,0.381835014,-0.067200996,-0.051246878,0.240431949,0.944277287,1.436577916,0.400421172,-0.050343066,-0.029335041,0.18254374,1.117440104,1.381101012,0.460438818,-0.046543285,-0.028674711
457,0.205168009,0.248873621,0.210031912,0.205168009,0.959161699,1.41087985,0.376037389,-0.073856577,-0.038758632,0.248873621,0.934963882,1.428427696,0.407474577,-0.056717031,-0.041856933,0.210031912,1.247542262,1.121721268,0.586486518,-0.052059956,-0.030822113
458,0.213056564,0.223326132,0.177266061,0.213056564,0.959492624,1.4109658,0.384323388,-0.047646239,-0.038953312,0.223326132,0.959964156,1.415830135,0.423892647,-0.043527916,-0.039242979,0.177266061,1.480749011,0.806280434,0.698359072,-0.044300951,-0.038308159
459,0.209489837,0.237242535,0.173824027,0.209489837,0.965143502,1.40149951,0.383012205,-0.07428018,-0.044823535,0.237242535,0.978580952,1.412222624,0.421143979,-0.049508899,-0.038536511,0.173824027,1.598477125,0.783166945,0.733050287,-0.022495959,-0.040994991
460,0.220840991,0.215103388,0.160768583,0.220840991,0.936631382,1.39783287,0.394907266,-0.052366443,-0.037223954,0.215103388,0.981639802,1.428797007,0.428537399,-0.049241886,-0.033560753,0.160768583,1.724832654,0.775098562,0.796912313,-0.021426357,-0.05838868
461,0.225117579,0.231790483,0.157355517,0.225117579,0.963267744,1.395352244,0.390288115,-0.045838255,-0.045269866,0.231790483,0.972622871,1.438076019,0.429626018,-0.034613241,-0.051053837,0.157355517,1.663548827,0.768212199,0.795573175,-0.001212876,-0.041441143
462,0.182868615,0.221402943,0.154288173,0.182868615,0.978014946,1.380661011,0.385415465,-0.046521604,-0.032621812,0.221402943,0.973150492,1.421221495,0.434080571,-0.039872073,-0.027017228,0.154288173,1.605700493,0.712940693,0.760355711,0.007913053,-0.056875624
463,0.201253936,0.209298566,0.131154805,0.201253936,0.976210356,1.382607102,0.398437321,-0.038778044,-0.045920487,0.209298566,1.009381413,1.427484035,0.443064898,-0.055959173,-0.051544249,0.131154805,1.749840856,0.722496569,0.824729264,0.03569968,-0.0620864
464,0.193131819,0.217305258,0.090584196,0.193131819,0.993411183,1.381824017,0.395948708,-0.031069513,-0.045223203,0.217305258,1.007097244,1.416653633,0.434127063,-0.054787718,-0.029688844,0.090584196,1.735652804,0.713822663,0.833961785,0.050299101,-0.062954016
465,0.167558715,0.202133179,0.048699208,0.167558715,1.00203979,1.390006185,0.398179561,-0.038378369,-0.041916184,0.202133179,1.019310713,1.406438112,0.436074406,-0.038525261,-0.043745589,0.048699208,1.755788803,0.73082,0.795475721,0.11838758,-0.060097076
466,0.177460343,0.209284902,0.042346969,0.177460343,1.026059866,1.375904083,0.409262866,-0.038173005,-0.036284536,0.209284902,1.031119347,1.401424408,0.435038835,-0.041500077,-0.038941711,0.042346969,1.794031262,0.808241606,0.793984771,0.098806113,-0.072623417
467,0.179081932,0.198295847,0.015837936,0.179081932,1.005324244,1.37898159,0.406135023,-0.033637751,-0.034177907,0.198295847,1.127100945,1.303516388,0.473378181,-0.04256453,-0.022862904,0.015837936,1.771701336,0.722151697,0.877459943,0.037907768,-0.065689653
468,0.166204974,0.183364019,0.022800107,0.166204974,1.043550134,1.391960621,0.425718814,-0.04426365,-0.038299806,0.183364019,1.358943224,0.959256589,0.665305614,-0.047119044,-0.039699838,0.022800107,1.687104225,0.708121836,0.885578394,0.030525101,-0.115845293
469,0.155341774,0.183258072,-0.028225619,0.155341774,1.035927415,1.388685942,0.405925572,-0.026258942,-0.048400298,0.183258072,1.540204525,0.752018213,0.723160803,-0.0360252,-0.041576251,-0.028225619,1.70301187,0.77158618,0.783832192,0.037475973,-0.102671534
470,0.165898636,0.157852843,-0.047091343,0.165898636,1.060873985,1.378791571,0.422297299,-0.026128814,-0.036299933,0.157852843,1.684384108,0.756647706,0.71794045,-0.022968538,-0.058050305,-0.047091343,1.707568288,0.722538471,0.815549493,0.058519483,-0.09326075
471,0.167166054,0.163795337,-0.044583421,0.167166054,1.064701438,1.381011486,0.429959923,-0.02186691,-0.02821739,0.163795337,1.725055695,0.766722977,0.80929786,0.000206672,-0.053726234,-0.044583421,1.687559843,0.730113268,0.841373861,0.07230816,-0.099789508
472,0.179432988,0.12016613,-0.038858414,0.179432988,1.069529414,1.38320756,0.417179108,-0.020209365,-0.039000239,0.12016613,1.660283446,0.721712887,0.802645862,0.005795667,-0.056088064,-0.038858414,1.636013508,0.758801281,0.830105722,0.129190505,-0.106054336
473,0.152494147,0.138713419,-0.05694335,0.152494147,1.081859946,1.380393744,0.425018519,-0.039938368,-0.040999785,0.138713419,1.691037059,0.751028776,0.802568257,0.027889209,-0.056684021,-0.05694335,1.831719041,0.756522894,0.884198368,0.099237889,-0.111854568
474,0.161442503,0.065642223,-0.056387912,0.161442503,1.06396687,1.379922152,0.420510262,-0.024273023,-0.049312677,0.065642223,1.673784733,0.729162812,0.83056736,0.064909339,-0.048167221,-0.056387912,1.723138094,0.751413345,0.803656578,0.051636264,-0.107982963
475,0.158681557,0.055694178,-0.086585611,0.158681557,1.146503806,1.388753891,0.418591827,-0.024227347,-0.035009343,0.055694178,1.660588026,0.715137362,0.808434188,0.10547816,-0.078533456,-0.086585611,1.802298546,0.73492229,0.91720438,0.067706257,-0.122997388
476,0.156540856,0.026006393,-0.084575877,0.156540856,1.205573082,1.228805304,0.508799493,-0.015627787,-0.043748852,0.026006393,1.738515377,0.740832686,0.800182641,0.117369324,-0.079692788,-0.084575877,1.675016403,0.720428884,0.821363151,0.092698269,-0.116605431
477,0.118429869,0.012300138,-0.051262572,0.118429869,1.40752697,0.89233619,0.673947871,-0.0270328,-0.042062767,0.012300138,1.761534691,0.777695119,0.819193482,0.036511552,-0.076096237,-0.051262572,1.763450146,0.730603456,0.788133025,0.092555337,-0.111080647
478,0.136609793,-0.046682894,-0.099764541,0.136609793,1.555331111,0.756015062,0.73610431,-2.56E-05,-0.043851495,-0.046682894,1.758152604,0.718812466,0.822381973,0.012280103,-0.085357107,-0.099764541,1.682361126,0.746046245,0.882111013,0.110245377,-0.095312014
479,0.123664297,-0.055731475,-0.092784852,0.123664297,1.705513358,0.780200779,0.740932465,0.000132859,-0.050499305,-0.055731475,1.708084822,0.744944572,0.833765328,-0.002701418,-0.092972636,-0.092784852,1.774975061,0.747520804,0.841481984,0.099260181,-0.095609531
480,0.100524276,-0.094169036,-0.091466673,0.100524276,1.654676437,0.76304996,0.831930041,0.019800616,-0.050576616,-0.094169036,1.699269772,0.76740551,0.806173146,-0.000187698,-0.068238087,-0.091466673,1.666897893,0.760307312,0.774528086,0.07784418,-0.101226985
481,0.069100469,-0.093013704,-0.09117312,0.069100469,1.666944146,0.767666936,0.818098009,0.055940699,-0.070727721,-0.093013704,1.702942133,0.692226946,0.809350073,0.076542743,-0.105334908,-0.09117312,1.700022101,0.789435327,0.877510965,0.110540375,-0.078663185
482,0.057431132,-0.089172393,-0.088293999,0.057431132,1.730260611,0.707380772,0.822237015,0.053002246,-0.067045175,-0.089172393,1.619282126,0.735797763,0.91463393,0.110320292,-0.098946288,-0.088293999,1.740302324,0.805238962,0.815599799,0.081248045,-0.072660476
483,0.01734519,-0.124187931,-0.095259421,0.01734519,1.714696288,0.708086491,0.820685267,0.089416087,-0.065561309,-0.124187931,1.753105283,0.748816311,0.892155707,0.100306764,-0.111901313,-0.095259421,1.704097509,0.780561924,0.811032414,0.110467531,-0.067045182
484,0.016627029,-0.139255404,-0.094512805,0.016627029,1.698514819,0.750714481,0.812286079,0.131097868,-0.075549155,-0.139255404,1.750415921,0.731372178,0.770685971,0.052538011,-0.110736281,-0.094512805,1.721867681,0.80475992,0.845077872,0.087743238,-0.058278419
485,-0.008296022,-0.09190347,-0.100517221,-0.008296022,1.741993546,0.754394054,0.800789297,0.113692701,-0.095374547,-0.09190347,1.740920782,0.741648078,0.871798873,0.101469979,-0.099795848,-0.100517221,1.675281167,0.822380781,0.805910945,0.086795539,-0.043398958
486,-0.005336002,-0.140967175,-0.10885594,-0.005336002,1.826056361,0.719070733,0.830459416,0.031795792,-0.087409571,-0.140967175,1.701591253,0.725396633,0.83887893,0.124123827,-0.11010778,-0.10885594,1.679801702,0.771444798,0.839052439,0.112021245,-0.038621854
487,-0.025532173,-0.13932243,-0.092512988,-0.025532173,1.773456335,0.720254958,0.888622046,0.011834963,-0.089993581,-0.13932243,1.681594491,0.744853795,0.822359025,0.136357903,-0.104511395,-0.092512988,1.65498054,0.786228836,0.884055257,0.132409528,-0.022739213
488,-0.009101797,-0.138868108,-0.102599725,-0.009101797,1.65542841,0.720564723,0.888709128,0.017219059,-0.09477976,-0.138868108,1.761013985,0.76347059,0.847774267,0.062638789,-0.10594584,-0.102599725,1.761246562,0.7777403,0.812303901,0.115458593,0.001961086
489,-0.04687063,-0.120334581,-0.087167129,-0.04687063,1.752079964,0.715419233,0.778773785,0.05613783,-0.104480535,-0.120334581,1.61261332,0.768399596,0.879006624,0.059820659,-0.108836815,-0.087167129,1.744817376,0.837791324,0.825562954,0.108587936,0.005248081
490,-0.029472664,-0.12068709,-0.111878619,-0.029472664,1.654686928,0.706964493,0.8156901,0.08835987,-0.103022337,-0.12068709,1.745311856,0.792340815,0.848469198,0.093366154,-0.099916101,-0.111878619,1.786321998,0.833675802,0.860851169,0.098467514,0.025465582
491,-0.066061966,-0.137638152,-0.105721168,-0.066061966,1.675342679,0.756724656,0.846820712,0.118075684,-0.10914889,-0.137638152,1.670582175,0.795575857,0.893383503,0.108818583,-0.078438923,-0.105721168,1.602229238,0.807142556,0.763780415,0.097240821,0.031985294
492,-0.081750423,-0.140612513,-0.115492046,-0.081750423,1.753599524,0.742409229,0.873869061,0.117328919,-0.114374459,-0.140612513,1.791349769,0.766893387,0.859536648,0.083864778,-0.066883743,-0.115492046,1.706361055,0.878258348,0.855581462,0.112697482,0.060177442
493,-0.071359567,-0.158658057,-0.091841646,-0.071359567,1.723979592,0.693942547,0.8099823,0.099878997,-0.129662737,-0.158658057,1.667379975,0.785104573,0.795445561,0.108662888,-0.060318362,-0.091841646,1.659849167,0.836301327,0.909312308,0.097584061,0.071038216
494,-0.07195098,-0.115105979,-0.126958415,-0.07195098,1.843276381,0.726170599,0.890131593,0.113135964,-0.121170163,-0.115105979,1.684290409,0.78722316,0.876485169,0.120187312,-0.057553232,-0.126958415,1.642563939,0.898033559,0.829358995,0.098103113,0.09586665
495,-0.068819247,-0.126875937,-0.123846591,-0.068819247,1.749991894,0.733180404,0.803608418,0.1231924,-0.113620758,-0.126875937,1.630245209,0.801545918,0.847159266,0.087796263,-0.069040656,-0.123846591,1.719214797,0.84570843,0.815445364,0.10158477,0.090563685
496,-0.071974739,-0.135862574,-0.134150296,-0.071974739,1.648977399,0.747297347,0.816800714,0.107369818,-0.109812424,-0.135862574,1.694231391,0.795319021,0.830774665,0.125745177,-0.030733496,-0.134150296,1.598798037,0.843258977,0.851432979,0.112967029,0.121869951
497,-0.091427736,-0.143103331,-0.115056217,-0.091427736,1.6726228,0.748864412,0.864848673,0.087186381,-0.107571244,-0.143103331,1.673849463,0.769061208,0.889799774,0.112378463,-0.030945241,-0.115056217,1.723628759,0.908861995,0.860203087,0.112392291,0.108326018
498,-0.050250523,-0.151005387,-0.143175125,-0.050250523,1.650381684,0.718516111,0.909125209,0.116741523,-0.114228249,-0.151005387,1.764079452,0.809982598,0.860380113,0.11281763,-0.022266757,-0.143175125,1.661085963,0.862889588,0.799019516,0.122809403,0.013279825
499,-0.092038915,-0.137134656,-0.127346545,-0.092038915,1.760429978,0.773907483,0.818169534,0.144419357,-0.099222705,-0.137134656,1.618748784,0.780958533,0.797194004,0.101757228,-0.008391012,-0.127346545,1.633503556,0.890440524,0.848081768,0.111761905,-0.049725819
500,-0.092164986,-0.154073626,-0.136881143,-0.092164986,1.738375306,0.798339248,0.918628454,0.119191252,-0.083051637,-0.154073626,1.776620269,0.860958755,0.917950809,0.109587938,0.006766144,-0.136881143,1.710389733,0.918348432,0.801907241,0.143708676,-0.085335232
501,-0.091123454,-0.166931659,-0.113215946,-0.091123454,1.724119902,0.772002518,0.822833061,0.116528288,-0.075474113,-0.166931659,1.759817004,0.798889756,0.860492766,0.114129275,0.012452636,-0.113215946,1.63499856,0.831579447,0.756233335,0.111987852,-0.115563527
502,-0.071364075,-0.148515657,-0.118084423,-0.071364075,1.699640632,0.778233707,0.821212173,0.105286792,-0.068804681,-0.148515657,1.683391452,0.835595131,0.828288496,0.113138512,0.030435603,-0.118084423,1.740576386,0.898809075,0.847689152,0.117985778,-0.097643651
503,-0.102947652,-0.161360607,-0.1326579,-0.102947652,1.685151339,0.815680742,0.886352777,0.138874903,-0.051507525,-0.161360607,1.733185053,0.861549497,0.884906054,0.110375449,0.057910819,-0.1326579,1.699121952,0.904135823,0.875491738,0.107220612,-0.098562717
504,-0.090804875,-0.164708599,-0.115266249,-0.090804875,1.641478896,0.838543892,0.862861097,0.124730222,-0.03819086,-0.164708599,1.57793951,0.812865198,0.81215167,0.113804646,0.083409756,-0.115266249,1.559629917,0.882539034,0.840519547,0.129672199,-0.051706169
505,-0.084846929,-0.161510661,-0.134884626,-0.084846929,1.69233191,0.828831434,0.818549752,0.11441692,-0.025444968,-0.161510661,1.678068519,0.875744104,0.803819597,0.122016527,0.090390831,-0.134884626,1.772473931,0.959029138,0.835285664,0.13290894,-0.049164098
