time,_id,timestamp,target_q_0,target_q_1,target_q_2,target_q_3,target_q_4,target_q_5,target_qd_0,target_qd_1,target_qd_2,target_qd_3,target_qd_4,target_qd_5,target_qdd_0,target_qdd_1,target_qdd_2,target_qdd_3,target_qdd_4,target_qdd_5,target_current_0,target_current_1,target_current_2,target_current_3,target_current_4,target_current_5,target_moment_0,target_moment_1,target_moment_2,target_moment_3,target_moment_4,target_moment_5,actual_q_0,actual_q_1,actual_q_2,actual_q_3,actual_q_4,actual_q_5,actual_qd_0,actual_qd_1,actual_qd_2,actual_qd_3,actual_qd_4,actual_qd_5,actual_current_0,actual_current_1,actual_current_2,actual_current_3,actual_current_4,actual_current_5,joint_control_output_0,joint_control_output_1,joint_control_output_2,joint_control_output_3,joint_control_output_4,joint_control_output_5,actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5,actual_TCP_speed_0,actual_TCP_speed_1,actual_TCP_speed_2,actual_TCP_speed_3,actual_TCP_speed_4,actual_TCP_speed_5,actual_TCP_force_0,actual_TCP_force_1,actual_TCP_force_2,actual_TCP_force_3,actual_TCP_force_4,actual_TCP_force_5,target_TCP_pose_0,target_TCP_pose_1,target_TCP_pose_2,target_TCP_pose_3,target_TCP_pose_4,target_TCP_pose_5,target_TCP_speed_0,target_TCP_speed_1,target_TCP_speed_2,target_TCP_speed_3,target_TCP_speed_4,target_TCP_speed_5,actual_digital_input_bits,joint_temperatures_0,joint_temperatures_1,joint_temperatures_2,joint_temperatures_3,joint_temperatures_4,joint_temperatures_5,actual_execution_time,robot_mode,joint_mode_0,joint_mode_1,joint_mode_2,joint_mode_3,joint_mode_4,joint_mode_5,safety_mode,actual_tool_accelerometer_0,actual_tool_accelerometer_1,actual_tool_accelerometer_2,speed_scaling,target_speed_fraction,actual_momentum,actual_main_voltage,actual_robot_voltage,actual_robot_current,actual_joint_voltage_0,actual_joint_voltage_1,actual_joint_voltage_2,actual_joint_voltage_3,actual_joint_voltage_4,actual_joint_voltage_5,actual_digital_output_bits,runtime_state,payload,payload_cog_0,payload_cog_1,payload_cog_2,script_control_line,output_bit_registers0_to_31,output_bit_registers32_to_63,output_int_register_0,output_int_register_1,output_int_register_2,output_int_register_3,output_int_register_4,output_int_register_5,output_int_register_6,output_int_register_7,output_int_register_8,output_int_register_9,output_int_register_10,output_int_register_11,output_int_register_12,output_int_register_13,output_int_register_14,output_int_register_15,output_int_register_16,output_int_register_17,output_int_register_18,output_int_register_19,output_int_register_20,output_int_register_21,output_int_register_22,output_int_register_23,output_double_register_0,output_double_register_1,output_double_register_2,output_double_register_3,output_double_register_4,output_double_register_5,output_double_register_6,output_double_register_7,output_double_register_8,output_double_register_9,output_double_register_10,output_double_register_11,output_double_register_12,output_double_register_13,output_double_register_14,output_double_register_15,output_double_register_16,output_double_register_17,output_double_register_18,output_double_register_19,output_double_register_20,output_double_register_21,output_double_register_22,output_double_register_23
1,2021:10:05:12:08:20.442343,1550311.85,-0.58763173,-1.84470616,-1.471556047,3.285765838,0.974648963,12.56966594,-0.112748239,-0.191104971,0.345575192,-0.145832265,-0.110618626,-0.000243116,-0.683322663,-1.158211948,2.094395102,-0.883831907,-0.670415916,-0.00147343,-0.376568142,0.548363692,1.285261273,-0.710232889,-0.186289506,-0.004909194,-0.474069631,9.994491148,7.470838813,-1.621549673,-0.068135375,-0.00010343,-0.587600533,-1.844687601,-1.471747398,3.285895033,0.97470969,12.56969751,-0.108467653,-0.188302487,0.343910754,-0.13795124,-0.108421147,0,-0.37843582,0.512909055,1.327455997,-0.802485228,-0.196234584,-0.143911824,-0.376568142,0.548363692,1.285261273,-0.710232889,-0.186289506,-0.004909194,-0.086964018,-0.262662245,0.270443467,1.204768448,-1.176693561,-1.224156038,0.01437785,-0.045083378,0.016112953,-0.006559227,-0.016831952,-0.000799226,-76.6150854,4.656385361,4.636198021,7.16E-06,-0.018690929,0.085182298,-0.086960309,-0.262681977,0.270469401,1.204815557,-1.176695715,-1.224124031,0.013167527,-0.04518285,0.017510445,-0.001269349,-0.00935445,-0.00290907,0,34.4375,35.75,37.875,40.9375,43,42.9375,0.842773,7,253,253,253,253,253,253,1,0.019153614,9.806650162,0.344765037,1,1,0.26664374,47.82032776,47.90003586,0.889603257,47.67092896,47.57059479,47.79992294,47.47026825,47.74259186,47.4416008,0,2,1.07,0,0,0.058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2021:10:05:12:08:20.482234,1550311.89,-0.592688317,-1.853276929,-1.456057523,3.279225482,0.969687886,12.56965504,-0.140081146,-0.237433449,0.429350996,-0.181185541,-0.137435263,-0.000302053,-0.683322663,-1.158211948,2.094395102,-0.883831907,-0.670415916,-0.00147343,-0.390091407,0.544885797,1.309108301,-0.715699289,-0.190000578,-0.006092595,-0.48792563,10.1269098,7.479358898,-1.61572559,-0.068846983,-0.000103199,-0.592669789,-1.853169104,-1.456079125,3.279267474,0.969744742,12.56967343,-0.137604117,-0.23304148,0.426434219,-0.178541943,-0.132529199,-2.69E-07,-0.374775052,0.406175673,1.259669781,-0.763173461,-0.239134654,-0.175170988,-0.390091407,0.544885797,1.309108301,-0.715699289,-0.190000578,-0.006092595,-0.086389588,-0.264691677,0.271246953,1.205015667,-1.177276716,-1.223892917,0.015655633,-0.054917693,0.021142787,-0.004423206,-0.014911884,-0.006023343,-76.6126882,4.700523744,5.420245454,-0.001190785,0.003986369,0.080477272,-0.086384437,-0.264710521,0.271247153,1.20502241,-1.177127348,-1.223980746,0.015546226,-0.056254215,0.021336148,-0.001681755,-0.011585929,-0.003615818,0,34.4375,35.75,37.875,40.9375,43,42.9375,0.84006,7,253,253,253,253,253,253,1,0.019153614,9.595960617,0.440533102,1,1,0.330974588,47.7943573,47.87406158,0.840367198,47.65659714,47.55626297,47.79992294,47.4416008,47.69959641,47.38426971,0,2,1.07,0,0,0.058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2021:10:05:12:08:20.523164,1550311.93,-0.598838221,-1.863700836,-1.437207967,3.271270995,0.963654142,12.56964178,-0.167414052,-0.283761927,0.5131268,-0.216538817,-0.164251899,-0.00036099,-0.683322663,-1.158211948,2.094395102,-0.883831907,-0.670415916,-0.00147343,-0.403916039,0.543853457,1.331515987,-0.721037912,-0.193631049,-0.007275992,-0.504963891,10.28744871,7.487784756,-1.609441424,-0.069252427,-0.000102953,-0.598779027,-1.863603731,-1.437394023,3.271362467,0.96375525,12.56962532,-0.163814351,-0.278468072,0.508526266,-0.212293908,-0.166037053,-0.000489785,-0.446118832,0.469825864,1.389087319,-0.768870533,-0.268991232,-0.190586329,-0.403916039,0.543853457,1.331515987,-0.721037912,-0.193631049,-0.007275992,-0.085729086,-0.267149455,0.272160727,1.205258926,-1.177678271,-1.223843637,0.017693845,-0.067665899,0.024413919,-0.00477601,-0.017897366,0.001073838,-76.51218457,4.844741564,4.865397688,-0.001613958,-0.002755421,0.076284128,-0.085723714,-0.267183101,0.272172655,1.205268837,-1.177653514,-1.22380363,0.017392116,-0.06738435,0.024889,-0.002161612,-0.013792616,-0.0043235,0,34.4375,35.75,37.875,40.9375,43,42.9375,0.869016,7,253,253,253,253,253,253,1,0.019153614,10.07480049,0.306457818,1,1,0.394867836,47.81853485,47.91526031,0.911982834,47.69959641,47.59926605,47.79992294,47.49893188,47.74259186,47.42726898,0,2,1.07,0,0,0.058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2021:10:05:12:08:20.562057,1550311.97,-0.606081442,-1.875977883,-1.415007379,3.261902377,0.956547734,12.56962616,-0.194746959,-0.330090405,0.596902604,-0.251892094,-0.191068536,-0.000419928,-0.683322663,-1.158211948,2.094395102,-0.883831907,-0.670415916,-0.00147343,-0.418055168,0.545176741,1.346373518,-0.726042645,-0.197241807,-0.008459378,-0.525322185,10.47515302,7.497200757,-1.601955021,-0.069582987,-0.000102667,-0.605899159,-1.875766417,-1.415369034,3.262046023,0.956616938,12.56960119,-0.201113865,-0.33114925,0.594136238,-0.247081831,-0.194227725,-0.000656284,-0.459428817,0.438359588,1.374693036,-0.75805372,-0.220211953,-0.188660383,-0.418055168,0.545176741,1.346373518,-0.726042645,-0.197241807,-0.008459378,-0.084997166,-0.270069913,0.273219449,1.205617876,-1.178173819,-1.223529305,0.017082979,-0.078905522,0.027035293,-0.002967289,-0.01682898,-0.008235895,-76.92750103,5.110874858,4.821499325,-0.002239755,-0.001786243,0.073818132,-0.085001618,-0.270101977,0.273233915,1.205551794,-1.178274854,-1.223591057,0.018596648,-0.078567266,0.028114983,-0.00272162,-0.015968443,-0.005032245,0,34.4375,35.75,37.875,40.9375,43,42.9375,0.935424,7,253,253,253,253,253,253,1,0.344765067,9.806650162,0.114921682,1,1,0.458259296,47.77823257,47.88212585,0.967931688,47.67092896,47.54193115,47.78559113,47.4416008,47.69959641,47.39860535,0,2,1.07,0,0,0.058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2021:10:05:12:08:20.601946,1550312.01,-0.614417978,-1.890108069,-1.389455759,3.251119627,0.948368659,12.56960818,-0.222079866,-0.376418883,0.680678408,-0.28724537,-0.217885173,-0.000478865,-0.683322663,-1.158211948,2.094395102,-0.883831907,-0.670415916,-0.00147343,-0.432534036,0.549046708,1.361459714,-0.730510224,-0.200966687,-0.009642745,-0.549265989,10.69230385,7.508348253,-1.592534492,-0.070347048,-0.000102307,-0.614214245,-1.889974733,-1.389680862,3.251248046,0.948472023,12.56962529,-0.227669761,-0.370053172,0.678482056,-0.279932529,-0.209668055,-0.000556774,-0.440043092,0.388833195,1.304474592,-0.828134537,-0.216650739,-0.192899853,-0.432534036,0.549046708,1.361459714,-0.730510224,-0.200966687,-0.009642745,-0.084215446,-0.273443612,0.274400786,1.205904562,-1.178958288,-1.223222868,0.017181166,-0.08707637,0.030087758,-0.010104853,-0.027352454,-0.01952646,-75.95233846,5.225133879,4.784197112,0.000262233,-0.011121226,0.068416981,-0.084246005,-0.273468985,0.274416772,1.205867668,-1.178992069,-1.223341156,0.019049411,-0.089787495,0.030959793,-0.00337421,-0.018106688,-0.005742155,0,34.4375,35.75,37.875,40.9375,43,42.9375,1.038624,7,253,253,253,253,253,253,1,0.019153614,9.653421402,0.727837324,1,1,0.521096891,47.85167313,47.9430275,0.90750587,47.69959641,47.58493042,47.85725403,47.47026825,47.72826004,47.41293716,0,2,1.07,0,0,0.058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2021:10:05:12:08:20.642920,1550312.05,-0.623847831,-1.906091393,-1.360553106,3.238922747,0.93911692,12.56958785,-0.249412772,-0.422747361,0.764454212,-0.322598646,-0.244701809,-0.000537802,-0.683322663,-1.158211948,2.094395102,-0.883831907,-0.670415916,-0.00147343,-0.447341364,0.554905405,1.376506601,-0.734773535,-0.204599125,-0.010826106,-0.576674794,10.93259312,7.519198099,-1.58237846,-0.070759963,-0.000101926,-0.623865906,-1.905706545,-1.360857248,3.239058657,0.939167976,12.56958926,-0.243894726,-0.417667359,0.763471842,-0.333387315,-0.247149721,-0.000650856,-0.53162235,0.263915062,1.394048572,-0.703450143,-0.161799639,-0.170862973,-0.447341364,0.554905405,1.376506601,-0.734773535,-0.204599125,-0.010826106,-0.083550265,-0.277231055,0.275710357,1.2062145,-1.180046789,-1.222926314,0.018892895,-0.101127138,0.036004761,-0.000107856,-0.014769929,0.001495659,-76.17188797,3.807646907,6.341584086,0.001571098,0.042887763,0.12119428,-0.083489183,-0.277285125,0.275704889,1.206212268,-1.179805889,-1.223051826,0.018638309,-0.101018419,0.0333689,-0.004131484,-0.020199884,-0.006453297,0,34.4375,35.75,37.875,40.9375,43,42.9375,0.849984,7,253,253,253,253,253,253,1,-0.038307227,9.366117477,0.268150568,1,1,0.583343189,47.83017731,47.92063141,1.030593395,47.69959641,47.58493042,47.81425476,47.48460007,47.71392822,47.41293716,0,2,1.07,0,0,0.058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2021:10:05:12:08:20.681855,1550312.09,-0.634371,-1.923927857,-1.328299422,3.225311736,0.928792515,12.56956516,-0.276745679,-0.469075839,0.848230016,-0.357951922,-0.271518446,-0.000596739,-0.683322663,-1.158211948,2.094395102,-0.883831907,-0.670415916,-0.00147343,-0.462517251,0.563368003,1.391487165,-0.738731645,-0.208184676,-0.012009458,-0.607970365,11.2032015,7.529545728,-1.571123498,-0.070994775,-0.00010151,-0.634253327,-1.923807283,-1.328535318,3.225580378,0.928869307,12.56954142,-0.268031538,-0.467826307,0.84553498,-0.350991607,-0.280315578,-0.000442283,-0.497941881,0.460105717,1.364837289,-0.861235678,-0.125380903,-0.189619958,-0.462517251,0.563368003,1.391487165,-0.738731645,-0.208184676,-0.012009458,-0.082749391,-0.281530763,0.277035756,1.206638818,-1.180809657,-1.222582548,0.019847567,-0.115150975,0.033988822,-0.0082689,-0.026800039,0.010363282,-76.02756884,3.228435797,3.990722873,-0.004159377,-0.029657523,0.130653851,-0.08276797,-0.281550081,0.277079746,1.206580812,-1.180717041,-1.222720759,0.017249972,-0.112220576,0.035287652,-0.005005144,-0.022239711,-0.0071657,0,34.4375,35.75,37.875,40.9375,43,42.9375,0.839568,7,253,253,253,253,253,253,1,-0.823605359,9.787496567,0.785298109,1,1,0.644978297,47.84988022,47.92063141,0.961218894,47.68526077,47.58493042,47.79992294,47.4416008,47.71392822,47.39860535,0,2,1.07,0,0,0.058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2021:10:05:12:08:20.722799,1550312.13,-0.645987485,-1.943617461,-1.292694705,3.210286593,0.917395444,12.56954011,-0.304078585,-0.515404317,0.932005821,-0.393305199,-0.298335083,-0.000655676,-0.683322663,-1.158211948,2.094395102,-0.883831907,-0.670415916,-0.00147343,-0.478040132,0.575357277,1.40645929,-0.742303922,-0.211702276,-0.0131928,-0.642923122,11.49397031,7.539829457,-1.558479267,-0.070971474,-0.000101059,-0.645677869,-1.94336619,-1.292992949,3.21049325,0.91726774,12.56956516,-0.312764645,-0.509801865,0.93377912,-0.394435227,-0.298645258,-0.000687015,-0.490317702,0.428619832,1.307406545,-0.762519717,-0.131959423,-0.183448732,-0.478040132,0.575357277,1.40645929,-0.742303922,-0.211702276,-0.0131928,-0.082070803,-0.286291046,0.278501546,1.207176647,-1.181556849,-1.221872228,0.011848049,-0.12232168,0.037546406,-0.009755276,-0.029184585,-0.016253904,-76.02233874,2.597833289,4.568512528,-0.000253515,-0.02471037,0.166662665,-0.082123735,-0.286261674,0.278520635,1.206967914,-1.18172621,-1.222345474,0.014770418,-0.12333994,0.036661433,-0.006006412,-0.024216912,-0.007879343,0,34.4375,35.75,37.875,40.9375,43,42.9375,0.853897,7,253,253,253,253,253,253,1,-0.268150598,9.097966194,0.574608445,1,1,0.706003242,47.83376312,47.91257095,1.014926672,47.69959641,47.57059479,47.81425476,47.45593262,47.71392822,47.38426971,0,2,1.07,0,0,0.058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2021:10:05:12:08:20.761902,1550312.17,-0.658697287,-1.965160203,-1.253738956,3.19384732,0.904925708,12.56951271,-0.331411492,-0.561732795,1.015781625,-0.428658475,-0.325151719,-0.000714613,-0.683322663,-1.158211948,2.094395102,-0.883831907,-0.670415916,-0.00147343,-0.493932503,0.592959026,1.421320625,-0.745507875,-0.215199907,-0.014376132,-0.681768335,11.80796171,7.549274268,-1.544508815,-0.070872319,-0.000100565,-0.65865976,-1.964857241,-1.254137993,3.194115325,0.904872596,12.5695053,-0.323004454,-0.560931265,1.01187849,-0.427676827,-0.316484749,-0.000745445,-0.568879545,0.469725668,1.413941026,-0.853336275,-0.129316598,-0.182590917,-0.493932503,0.592959026,1.421320625,-0.745507875,-0.215199907,-0.014376132,-0.081635418,-0.29139722,0.279979461,1.207438512,-1.182913815,-1.221720321,0.013241122,-0.132650426,0.037339779,-0.006035013,-0.024272609,-0.008843887,-76.35569616,2.655680568,3.75143231,0.003312666,-0.040192577,0.183747024,-0.081602402,-0.291415243,0.280004669,1.20736757,-1.182833999,-1.221923343,0.011086021,-0.134306209,0.037435887,-0.007145937,-0.026121199,-0.008594157,0,34.4375,35.75,37.875,40.9375,43,42.9375,0.842617,7,253,253,253,253,253,253,1,-0.153228909,9.481039047,0.325611413,1,1,0.766443991,47.84630203,47.91704941,1.010449648,47.69959641,47.57059479,47.84292221,47.4416008,47.68526077,47.39860535,0,2,1.07,0,0,0.058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2021:10:05:12:08:20.802003,1550312.21,-0.672286866,-1.988194143,-1.212086673,3.176270113,0.891592812,12.5694834,-0.341661332,-0.579105974,1.047197551,-0.441915954,-0.335207958,-0.000736715,0,0,0,0,0,0,-0.450055385,0.688055874,1.357259609,-0.732780078,-0.190030646,-0.014792683,-0.169711463,12.95242127,7.025532777,-1.489114896,0.029753454,2.24E-06,-0.671983067,-1.987988134,-1.212524533,3.176505252,0.891712427,12.56944524,-0.345963806,-0.580950141,1.044711709,-0.435699165,-0.32709673,-0.000697243,-0.430806756,0.578877151,1.39410007,-0.795197189,-0.189141601,-0.177686498,-0.450055385,0.688055874,1.357259609,-0.732780078,-0.190030646,-0.014792683,-0.081205877,-0.296882389,0.281455389,1.207876502,-1.183870674,-1.221346218,0.005070825,-0.136145372,0.034404375,-0.009380069,-0.027970307,-0.021265583,-76.06006373,4.60098933,3.389124574,-0.005825753,-0.02704565,0.091191716,-0.081258061,-0.296916632,0.281484427,1.207767099,-1.184022187,-1.22145903,0.005882346,-0.138131652,0.035812477,-0.008021858,-0.026615672,-0.008866578,0,34.4375,35.75,37.875,40.9375,43,42.9375,0.990853,7,253,253,253,253,253,253,1,-0.459686697,10.13226128,0.612915635,1,1,0.788552638,47.81137085,47.91615295,0.98807013,47.68526077,47.58493042,47.87158585,47.45593262,47.71392822,47.39860535,0,2,1.07,0,0,0.058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
