time,_id,timestamp,target_q_0,target_q_1,target_q_2,target_q_3,target_q_4,target_q_5,target_qd_0,target_qd_1,target_qd_2,target_qd_3,target_qd_4,target_qd_5,target_qdd_0,target_qdd_1,target_qdd_2,target_qdd_3,target_qdd_4,target_qdd_5,target_current_0,target_current_1,target_current_2,target_current_3,target_current_4,target_current_5,target_moment_0,target_moment_1,target_moment_2,target_moment_3,target_moment_4,target_moment_5,actual_q_0,actual_q_1,actual_q_2,actual_q_3,actual_q_4,actual_q_5,actual_qd_0,actual_qd_1,actual_qd_2,actual_qd_3,actual_qd_4,actual_qd_5,actual_current_0,actual_current_1,actual_current_2,actual_current_3,actual_current_4,actual_current_5,joint_control_output_0,joint_control_output_1,joint_control_output_2,joint_control_output_3,joint_control_output_4,joint_control_output_5,actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5,actual_TCP_speed_0,actual_TCP_speed_1,actual_TCP_speed_2,actual_TCP_speed_3,actual_TCP_speed_4,actual_TCP_speed_5,actual_TCP_force_0,actual_TCP_force_1,actual_TCP_force_2,actual_TCP_force_3,actual_TCP_force_4,actual_TCP_force_5,target_TCP_pose_0,target_TCP_pose_1,target_TCP_pose_2,target_TCP_pose_3,target_TCP_pose_4,target_TCP_pose_5,target_TCP_speed_0,target_TCP_speed_1,target_TCP_speed_2,target_TCP_speed_3,target_TCP_speed_4,target_TCP_speed_5,actual_digital_input_bits,joint_temperatures_0,joint_temperatures_1,joint_temperatures_2,joint_temperatures_3,joint_temperatures_4,joint_temperatures_5,actual_execution_time,robot_mode,joint_mode_0,joint_mode_1,joint_mode_2,joint_mode_3,joint_mode_4,joint_mode_5,safety_mode,actual_tool_accelerometer_0,actual_tool_accelerometer_1,actual_tool_accelerometer_2,speed_scaling,target_speed_fraction,actual_momentum,actual_main_voltage,actual_robot_voltage,actual_robot_current,actual_joint_voltage_0,actual_joint_voltage_1,actual_joint_voltage_2,actual_joint_voltage_3,actual_joint_voltage_4,actual_joint_voltage_5,actual_digital_output_bits,runtime_state,payload,payload_cog_0,payload_cog_1,payload_cog_2,script_control_line,output_bit_registers0_to_31,output_bit_registers32_to_63,output_int_register_0,output_int_register_1,output_int_register_2,output_int_register_3,output_int_register_4,output_int_register_5,output_int_register_6,output_int_register_7,output_int_register_8,output_int_register_9,output_int_register_10,output_int_register_11,output_int_register_12,output_int_register_13,output_int_register_14,output_int_register_15,output_int_register_16,output_int_register_17,output_int_register_18,output_int_register_19,output_int_register_20,output_int_register_21,output_int_register_22,output_int_register_23,output_double_register_0,output_double_register_1,output_double_register_2,output_double_register_3,output_double_register_4,output_double_register_5,output_double_register_6,output_double_register_7,output_double_register_8,output_double_register_9,output_double_register_10,output_double_register_11,output_double_register_12,output_double_register_13,output_double_register_14,output_double_register_15,output_double_register_16,output_double_register_17,output_double_register_18,output_double_register_19,output_double_register_20,output_double_register_21,output_double_register_22,output_double_register_23
1,2021:10:05:12:08:16.882454,1550308.29,-1.240429391,-0.659160922,-2.06800909,2.715703683,0.21816798,12.62567357,-0.002357798,-0.052806007,-0.079058442,0.113355369,0.464766197,-0.000419696,0.010625042,0.23796189,0.356264321,-0.510817981,-2.094395102,0.001891292,-0.062101208,-0.662261543,0.780558297,0.131778471,0.173489504,-0.008388468,0.05618436,-3.828919225,7.585427464,-0.439005428,-0.167656641,0.00014732,-1.240416352,-0.659131007,-2.068085909,2.715632601,0.217856616,12.62569916,-0.001811604,-0.0522095,-0.075912878,0.115399636,0.473260552,-0.000690043,-0.258865535,-0.59305799,0.689364731,0.159286693,0.217603832,-0.159902215,-0.062101208,-0.662261543,0.780558297,0.131778471,0.173489504,-0.008388468,-0.363919664,-0.070968192,0.303291872,1.223094776,-1.147277183,-1.091897061,-0.007159749,0.097677688,-0.012975016,0.009991407,0.009260137,-0.474785287,-76.5419985,-3.81172826,2.628283025,-0.009903894,0.004461312,0.109846311,-0.363925573,-0.070898418,0.303301235,1.222901172,-1.147573219,-1.092062507,-0.006959059,0.095910411,-0.013312985,0.015259876,0.010973556,-0.466852307,0,34.4375,35.75,37.875,40.875,43,42.9375,0.876456,7,253,253,253,253,253,253,1,0.248996973,9.825803757,0.402225882,1,1,0.1504684,47.78718948,47.8883934,0.74413085,47.67092896,47.57059479,47.79992294,47.52759933,47.75692368,47.45593262,0,2,1.07,0,0,0.058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2021:10:05:12:08:16.922348,1550308.33,-1.240515203,-0.661082793,-2.070886416,2.719829243,0.235083112,12.62565829,-0.001932796,-0.043287532,-0.064807869,0.09292265,0.380990393,-0.000344044,0.010625042,0.23796189,0.356264321,-0.510817981,-2.094395102,0.001891292,-0.049927747,-0.659049596,0.782074976,0.118645145,0.161787243,-0.006869409,0.056433284,-3.827644955,7.57029353,-0.471181065,-0.16700641,0.000147202,-1.240487878,-0.661057071,-2.070912361,2.719815894,0.234882846,12.62568714,-0.001440967,-0.043429643,-0.060512476,0.097352147,0.386629701,-0.000309543,-0.259345829,-0.617404044,0.639333367,0.082183219,0.17754218,-0.179531559,-0.049927747,-0.659049596,0.782074976,0.118645145,0.161787243,-0.006869409,-0.364139941,-0.067455857,0.302813246,1.215387455,-1.159158446,-1.10517498,-0.004155097,0.079665576,-0.010496801,0.004240144,0.006500604,-0.387816833,-76.77318976,-2.144937354,2.779333307,-0.009163912,0.009277262,0.096892146,-0.364144732,-0.06740235,0.302817985,1.215293931,-1.159316261,-1.105355648,-0.004167407,0.078861755,-0.010855928,0.012425131,0.009229714,-0.382696627,0,34.4375,35.75,37.875,40.875,43,42.9375,0.86736,7,253,253,253,253,253,253,1,0.383072257,9.653421402,0.229843363,1,1,0.123587637,47.80241776,47.91436386,0.788889945,47.69959641,47.59926605,47.82859039,47.55626297,47.82859039,47.45593262,0,2,1.07,0,0,0.058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2021:10:05:12:08:16.962263,1550308.37,-1.240584015,-0.662623925,-2.073193719,2.723137495,0.248647211,12.62564604,-0.001507795,-0.033769056,-0.050557296,0.072489931,0.297214589,-0.000268392,0.010625042,0.23796189,0.356264321,-0.510817981,-2.094395102,0.001891292,-0.037765446,-0.655852986,0.783943911,0.107221085,0.150099922,-0.005350347,0.056563975,-3.826533426,7.557826952,-0.497202163,-0.166299427,0.000147095,-1.240572278,-0.662563519,-2.073188305,2.723121806,0.248508766,12.62563897,-0.002099162,-0.033857536,-0.050284915,0.075543374,0.304961771,-0.000320254,-0.222212344,-0.626676321,0.650525689,0.100247979,0.104909986,-0.18202737,-0.037765446,-0.655852986,0.783943911,0.107221085,0.150099922,-0.005350347,-0.364271038,-0.064619414,0.302430154,1.209171056,-1.168633219,-1.115857719,-0.002400284,0.063481169,-0.008558278,0.006588054,0.006374534,-0.306868856,-76.95421052,-0.798338895,2.925747428,-0.006524343,0.012815656,0.084720293,-0.364271129,-0.064591568,0.302432302,1.209119953,-1.168711397,-1.116006109,-0.002287966,0.061655791,-0.008433295,0.009640343,0.007346694,-0.298543143,0,34.4375,35.75,37.875,40.875,43,42.9375,0.84408,7,253,253,253,253,253,253,1,0.402225912,9.634267807,0.076614454,1,1,0.096639347,47.79614639,47.8883934,0.74636668,47.68526077,47.58493042,47.82859039,47.55626297,47.81425476,47.52759933,0,2,1.07,0,0,0.058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2021:10:05:12:08:17.002179,1550308.41,-1.240635827,-0.663784318,-2.074931,2.725628437,0.258860279,12.62563682,-0.001082793,-0.02425058,-0.036306723,0.052057212,0.213438785,-0.000192741,0.010625042,0.23796189,0.356264321,-0.510817981,-2.094395102,0.001891292,-0.02561018,-0.652651209,0.786250827,0.097682228,0.13827752,-0.00383128,0.056620118,-3.82536706,7.548676857,-0.516435236,-0.166105554,0.000147007,-1.240595643,-0.663818137,-2.074910402,2.725609465,0.258702993,12.625639,-0.00134608,-0.024932237,-0.03494082,0.051265918,0.217191815,-0.000254519,-0.246887296,-0.613758147,0.607536018,0.07314311,0.145507529,-0.171071708,-0.02561018,-0.652651209,0.786250827,0.097682228,0.13827752,-0.00383128,-0.364330947,-0.062527214,0.30214842,1.204536437,-1.175611355,-1.123897352,-0.001200125,0.045311681,-0.005754144,0.00703293,0.005442189,-0.218408512,-76.8575987,-0.019387334,3.054207182,-0.013076821,0.012043107,0.080513064,-0.36433728,-0.062471298,0.302142969,1.204427802,-1.175772707,-1.124019815,-0.001121798,0.044343526,-0.00603715,0.006894553,0.005355097,-0.214391471,0,34.4375,35.75,37.875,40.875,43,42.9375,0.94236,7,253,253,253,253,253,253,1,0.287304193,9.691728592,0.440533102,1,1,0.069634466,47.82749176,47.90451431,0.770987391,47.71392822,47.59926605,47.82859039,47.58493042,47.84292221,47.55626297,0,2,1.07,0,0,0.058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2021:10:05:12:08:17.042025,1550308.45,-1.240670638,-0.664563971,-2.076098257,2.727302072,0.265722314,12.62563062,-0.000657791,-0.014732105,-0.022056151,0.031624492,0.129662981,-0.000117089,0.010625042,0.23796189,0.356264321,-0.510817981,-2.094395102,0.001891292,-0.013457783,-0.649554162,0.788928195,0.089797368,0.126503407,-0.002312207,0.056645861,-3.825311999,7.542331905,-0.529712778,-0.165728252,0.000146945,-1.240667168,-0.664557413,-2.076057434,2.727308436,0.265637547,12.62563902,-0.000740484,-0.015220161,-0.022246081,0.032989699,0.135319591,-0.0001958,-0.219778806,-0.626479387,0.615046084,0.082922339,0.128817171,-0.172483683,-0.013457783,-0.649554162,0.788928195,0.089797368,0.126503407,-0.002312207,-0.364366317,-0.061066351,0.301953357,1.201264176,-1.180487346,-1.129284556,-0.000502572,0.02818173,-0.003728497,0.003572149,0.003129311,-0.135975818,-76.71517153,0.378193452,2.765446332,-0.012007623,0.009488119,0.088117723,-0.364367713,-0.061044981,0.30194908,1.201254189,-1.180510924,-1.129401399,-0.000468593,0.026963816,-0.00365981,0.004176783,0.003285528,-0.130241154,0,34.4375,35.75,37.875,40.875,43,42.9375,0.850801,7,253,253,253,253,253,253,1,0.172382519,9.730035782,0.306457818,1,1,0.042586826,47.80599976,47.91078186,0.735176921,47.69959641,47.59926605,47.82859039,47.57059479,47.84292221,47.52759933,0,2,1.07,0,0,0.058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2021:10:05:12:08:17.081914,1550308.49,-1.24068845,-0.664962886,-2.076695492,2.728158397,0.269233317,12.62562745,-0.000232789,-0.005213629,-0.007805578,0.011191773,0.045887176,-4.14E-05,0.010625042,0.23796189,0.356264321,-0.510817981,-2.094395102,0.001891292,-0.001307542,-0.508782848,0.836033401,0.083705552,0.114655354,-0.000793125,0.056648773,-3.824913585,7.539018108,-0.536534128,-0.165631816,0.000146911,-1.240690533,-0.664888219,-2.076615572,2.728117152,0.269105792,12.62561519,-0.000594936,-0.001934691,-0.007621877,0.012050197,0.048613515,-0.000150407,-0.23928389,-0.629356384,0.628195465,0.069010794,0.153198078,-0.169518843,-0.001307542,-0.508782848,0.836033401,0.083705552,0.114655354,-0.000793125,-0.364381896,-0.060330951,0.301858201,1.199637399,-1.182912846,-1.131975343,-0.000325767,0.010732269,-0.001518873,-0.00251816,-0.000197894,-0.049174302,-76.87734176,0.485499633,3.033570833,-0.012860681,0.014906135,0.09214061,-0.364378926,-0.060314688,0.301850033,1.19962385,-1.18293333,-1.132154061,-0.000127271,0.009546766,-0.001293797,0.001476041,0.001168589,-0.046091684,0,34.4375,35.75,37.875,40.875,43,42.9375,0.812113,7,253,253,253,253,253,253,1,0.248996973,9.730035782,0.287304223,1,1,0.015512241,47.8176384,47.93227768,0.804562032,47.72826004,47.59926605,47.84292221,47.58493042,47.84292221,47.52759933,0,2,1.07,0,0,0.058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2021:10:05:12:08:17.122847,1550308.53,-1.240691,-0.66502,-2.076781,2.728281,0.269736,12.625627,0,0,0,0,0,0,0,0,0,0,0,0,2.89E-17,-0.367799413,0.977830168,-0.143144741,0.006254131,0,3.07E-16,-3.982646474,7.404333907,-0.51541966,0.023756552,0,-1.240679089,-0.664851801,-2.076673031,2.728208228,0.269651711,12.62559113,-0.000239597,-8.56E-05,5.94E-05,-0.000910068,0.000155392,-0.00011269,-0.231409758,-0.568416834,0.68079257,-0.098031491,0.074122272,-0.159345239,2.89E-17,-0.367799413,0.977830168,-0.143144741,0.006254131,0,-0.364388439,-0.06020527,0.301844157,1.199361817,-1.183328532,-1.13233405,-3.73E-05,0.000185942,7.33E-05,0.000997303,0.000311949,-0.000399204,-76.84756069,0.562676871,2.88613552,-0.010839393,0.010739719,0.096164844,-0.36438029,-0.060210103,0.301835861,1.199390066,-1.183280048,-1.132548122,0,0,0,0,0,0,0,34.4375,35.75,37.875,40.875,43,42.9375,0.630792,7,253,253,253,253,253,253,1,0.268150598,9.691728592,0.383072257,0,1,0,47.82391357,47.9080925,0.804562032,47.69959641,47.61359787,47.85725403,47.61359787,47.84292221,47.52759933,0,1,1.07,0,0,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2021:10:05:12:08:17.162051,1550308.57,-1.240691,-0.66502,-2.076781,2.728281,0.269736,12.625627,0,0,0,0,0,0,0,0,0,0,0,0,9.53E-17,-0.367824524,0.977822368,-0.143150281,0.00624841,0,1.01E-15,-3.982918383,7.404274842,-0.515439607,0.023734819,0,-1.240679089,-0.664911644,-2.076673269,2.728184386,0.269591838,12.62561522,-0.000185432,-0.000714608,-0.000457113,-6.89E-05,7.50E-05,-8.30E-05,-0.256975979,-0.633854628,0.6423195,-0.060616169,0.115074232,-0.163372099,9.53E-17,-0.367824524,0.977822368,-0.143150281,0.00624841,0,-0.36438532,-0.060226294,0.301849168,1.199414902,-1.18324206,-1.13234118,2.03E-05,-9.42E-06,-1.10E-05,0.001255636,0.000409019,-0.000262742,-76.81578426,0.702843353,3.039466466,-0.012836021,0.016275334,0.093126702,-0.36438029,-0.060210103,0.301835861,1.199390066,-1.183280048,-1.132548122,0,0,0,0,0,0,0,34.4375,35.75,37.875,40.875,43,42.9375,0.61176,7,253,253,253,253,253,253,1,0.191536129,9.730035782,0.248996973,0,1,0,47.8176384,47.8919754,0.78217715,47.69959641,47.58493042,47.84292221,47.57059479,47.84292221,47.55626297,0,1,1.07,0,0,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2021:10:05:12:08:17.202980,1550308.61,-1.240691,-0.66502,-2.076781,2.728281,0.269736,12.625627,0,0,0,0,0,0,0,0,0,0,0,0,-5.67E-17,-0.367778209,0.977845733,-0.143212986,0.006310184,0,-6.01E-16,-3.982416871,7.404451766,-0.515665389,0.023969471,0,-1.240679089,-0.664948182,-2.076732874,2.728220626,0.269615859,12.62563909,-0.000101712,-0.00159715,-0.000924318,-1.26E-15,0.00052009,-5.05E-09,-0.225565493,-0.646361411,0.626763999,-0.017509371,0.160660639,-0.167142853,-5.67E-17,-0.367778209,0.977845733,-0.143212986,0.006310184,0,-0.364382943,-0.060228513,0.301841341,1.199415715,-1.183231021,-1.132391098,6.33E-05,-6.23E-05,-2.11E-05,0.002381388,0.000825591,-0.000624924,-76.95918682,0.628225917,2.988020711,-0.012864965,0.01703974,0.093052723,-0.36438029,-0.060210103,0.301835861,1.199390066,-1.183280048,-1.132548122,0,0,0,0,0,0,0,34.4375,35.75,37.875,40.875,43,42.9375,0.605244,7,253,253,253,253,253,253,1,0.191536129,9.710882187,0.325611413,0,1,0,47.80331039,47.89913559,0.753079474,47.71392822,47.61359787,47.84292221,47.57059479,47.84292221,47.5132637,0,1,1.07,0,0,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2021:10:05:12:08:17.242882,1550308.65,-1.240691,-0.66502,-2.076781,2.728281,0.269736,12.625627,0,0,0,0,0,0,0,0,0,0,0,0,-2.67E-17,-0.367733562,0.977839022,-0.143249044,0.006321125,0,-2.83E-16,-3.981933416,7.404400945,-0.51579522,0.024011031,0,-1.240619008,-0.664995686,-2.076781034,2.728220626,0.26971209,12.62563909,-8.41E-05,-0.001073659,-0.000695168,0.000467285,0.001587889,-4.45E-24,-0.225147218,-0.60644269,0.60878247,0.022519574,0.19702433,-0.152607828,-2.67E-17,-0.367733562,0.977839022,-0.143249044,0.006321125,0,-0.364378438,-0.060233815,0.301838274,1.199444526,-1.18319329,-1.13249773,3.65E-05,0.000225664,-5.07E-05,0.001220718,0.00044282,-0.001672217,-76.85048794,0.382163459,2.838814311,-0.013114783,0.016541043,0.098902142,-0.36438029,-0.060210103,0.301835861,1.199390066,-1.183280048,-1.132548122,0,0,0,0,0,0,0,34.4375,35.75,37.875,40.875,43,42.9375,0.619692,7,253,253,253,253,253,253,1,0.076614454,9.806650162,0.325611413,0,1,0,47.80599976,47.89645386,0.741889715,47.67092896,47.58493042,47.78559113,47.54193115,47.79992294,47.54193115,0,1,1.07,0,0,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
